1,3
2,3
3,2
4,2
5,1
6,14
7,7
8,17
9,1
10,1
11,1
12,5
13,4
14,2
15,37
16,4
17,3
18,1
19,2
20,1
21,2
22,3
23,3
24,3
25,6
26,8
27,3
28,3
29,3
30,5
31,2
32,6
33,4
34,4
35,4
36,1
37,8
38,17
39,4
40,2
41,4
42,2
43,5
44,2
45,2
46,10
47,5
48,6
49,2
50,2
51,3
52,1
53,1
54,5
55,5
56,2
57,1
58,3
59,2
60,2
61,6
62,3
63,10
64,1
65,4
66,5
67,9
68,6
69,5
70,8
71,3
72,2
73,2
74,1
75,1
76,2
77,3
78,4
79,2
80,2
81,2
82,3
83,8
84,18
85,55
86,2
87,1
88,3
89,2
90,1
91,1
92,2
93,14
94,16
95,8
96,4
97,1
98,1
99,3
100,18
101,30
102,3
103,6
104,4
105,5
106,4
107,3
108,4
109,34
110,11
111,1
112,1
113,2
114,7
115,12
116,4
117,3
118,17
119,2
120,0
121,2
122,2
123,3
124,48
125,16
126,3
127,1
128,2
129,1
130,2
131,4
132,9
133,4
134,10
135,18
136,23
137,5
138,2
139,0
140,2
141,4
142,6
143,1
144,11
145,2
146,6
147,6
148,2
149,1
150,2
151,5
152,4
153,19
154,13
155,19
156,2
157,1
158,1
159,3
160,54
161,32
162,127
163,134
164,77
165,5
166,1
167,4
168,40
169,1
170,2
171,1
172,1
173,2
174,8
175,1
176,2
177,2
178,22
179,87
180,2
181,3
182,3
183,3
184,3
185,2
186,2
187,2
188,4
189,3
190,31
191,27
192,13
193,1
194,2
195,2
196,1
197,9
198,1
199,2
200,7
201,80
202,19
203,9
204,8
205,4
206,3
207,3
208,3
209,1
210,3
211,1
212,2
213,2
214,7
215,14
216,20
217,6
218,4
219,1
220,2
221,2
222,2
223,3
224,6
225,14
226,42
227,2
228,2
229,2
230,2
231,4
232,1
233,5
234,9
235,5
236,6
237,1
238,4
239,3
240,1
241,1
242,17
243,3
244,1
245,3
246,7
247,7
248,8
249,5
250,2
251,2
252,5
253,1
254,1
255,2
256,2
257,2
258,2
259,9
260,11
261,10
262,4
263,2
264,9
265,2
266,3
267,2
268,1
269,2
270,2
271,2
272,13
273,9
274,9
275,2
276,2
277,2
278,1
279,4
280,2
281,4
282,3
283,3
284,2
285,16
286,4
287,37
288,5
289,2
290,1
291,1
292,2
293,4
294,1
295,1
296,15
297,3
298,2
299,2
300,5
301,3
302,2
303,5
304,1
305,81
306,2
307,3
308,4
309,8
310,1
311,3
312,2
313,2
314,3
315,2
316,1
317,14
318,40
319,3
320,2
321,3
322,2
323,10
324,13
325,3
326,3
327,9
328,34
329,1
330,0
331,2
332,2
333,2
334,1
335,2
336,2
337,4
338,11
339,6
340,16
341,7
342,1
343,2
344,2
345,1
346,2
347,2
348,3
349,2
350,2
351,1
352,13
353,26
354,9
355,2
356,2
357,1
358,2
359,2
360,1
361,5
362,4
363,1
364,8
365,19
366,11
367,10
368,5
369,2
370,1
371,4
372,2
373,3
374,3
375,2
376,3
377,19
378,7
379,2
380,2
381,14
382,24
383,1
384,3
385,3
386,1
387,2
388,8
389,7
390,11
391,23
392,1
393,1
394,1
395,1
396,1
397,3
398,1
399,3
400,2
401,3
402,2
403,4
404,3
405,3
406,3
407,1
408,1
409,2
410,2
411,3
412,3
413,2
414,46
415,2
416,8
417,13
418,67
419,2
420,1
421,2
422,2
423,1
424,1
425,1
426,43
427,3
428,1
429,16
430,63
431,6
432,1
433,30
434,11
435,1
436,1
437,2
438,2
439,13
440,1
441,16
442,16
443,33
444,7
445,1
446,2
447,1
448,2
449,3
450,1
451,2
452,15
453,32
454,24
455,2
456,2
457,2
458,2
459,1
460,2
461,3
462,3
463,14
464,7
465,2
466,21
467,14
468,2
469,1
470,3
471,19
472,52
473,1
474,13
475,12
476,19
477,6
478,2
