1	10
2	23
3	8
4	12
5	36
6	3
7	10
8	24
9	22
10	10
11	26
12	18
13	17
14	10
15	45
16	6
17	8
18	29
19	14
20	19
21	16
22	7
23	13
24	10
25	13
26	7
27	27
28	19
29	8
30	26
31	6
32	12
33	25
34	13
35	32
36	8
37	21
38	9
39	18
40	9
41	9
42	19
43	9
44	19
45	14
46	7
47	16
48	15
49	20
50	11
51	22
52	12
53	26
54	32
55	16
56	24
57	6
58	20
59	84
60	10
61	17
62	20
63	23
64	28
65	62
66	28
67	28
68	10
69	57
70	13
71	33
72	20
73	15
74	56
75	48
76	9
77	42
78	14
79	5
80	49
81	59
82	18
83	34
84	8
85	86
86	8
87	69
88	18
89	53
90	16
91	5
92	31
93	70
94	12
95	33
96	16
97	18
98	89
99	48
100	9
101	40
102	70
103	39
104	43
105	8
106	52
107	6
108	76
109	32
110	9
111	69
112	8
113	11
114	5
115	7
116	13
117	7
118	459
119	9
120	66
121	4
122	78
123	26
124	48
125	9
126	25
127	39
128	26
