1	42
2	55
3	52
4	34
5	39
6	56
7	47
8	41
9	24
10	25
11	50
12	36
13	34
14	46
15	31
16	36
17	33
18	35
19	28
20	35
21	31
22	60
23	37
24	109
25	29
26	33
27	88
28	60
29	102
30	47
31	74
32	61
33	108
34	54
35	92
36	80
37	83
38	106
39	41
40	31
41	137
42	113
43	85
44	64
45	109
46	81
47	23
48	21
49	466
50	82
51	103
52	62
53	42
