1,3
2,2
3,2
4,1
5,2
6,4
7,7
8,4
9,4
10,3
11,1
12,1
13,4
14,2
15,1
16,1
17,1
18,6
19,2
20,2
21,9
22,16
23,5
24,5
25,1
26,1
27,1
28,1
29,2
30,2
31,2
32,2
33,1
34,3
35,4
36,7
37,4
38,4
39,5
40,14
41,2
42,1
43,1
44,1
45,1
46,3
47,3
48,10
49,7
50,2
51,4
52,2
53,1
54,2
55,3
56,8
57,2
58,5
59,4
60,4
61,3
62,2
63,2
64,2
65,4
66,1
67,1
68,2
69,1
70,8
71,8
72,6
73,18
74,6
75,1
76,2
77,1
78,2
79,2
80,2
81,1
82,1
83,10
84,6
85,4
86,2
87,1
88,1
89,3
90,1
91,8
92,2
93,1
94,1
95,3
96,1
97,1
98,10
99,5
100,4
101,2
102,2
103,2
104,5
105,2
106,1
107,1
108,2
109,1
110,3
111,2
112,4
113,3
114,3
115,3
116,1
117,2
118,2
119,2
120,1
121,2
122,5
123,3
124,4
125,1
126,1
127,2
128,2
129,1
130,3
131,1
132,10
133,14
134,7
135,7
136,1
137,2
138,1
139,2
140,1
141,1
142,2
143,1
144,3
145,12
146,2
147,6
148,3
149,1
150,2
151,1
152,1
153,2
154,2
155,2
156,3
157,2
158,2
159,8
160,8
161,1
162,3
163,3
164,2
165,1
166,1
167,4
168,2
169,8
170,24
171,2
172,1
173,2
174,1
175,1
176,3
177,2
178,1
179,6
180,6
181,5
182,3
183,1
184,1
185,2
186,2
187,1
188,2
189,1
190,1
191,8
192,6
193,4
194,1
195,1
196,4
197,2
198,2
199,2
200,1
201,2
202,4
203,7
204,6
205,1
206,1
207,3
208,2
209,1
210,1
211,2
212,2
213,2
214,2
215,3
216,10
217,4
218,3
219,2
220,3
221,2
222,1
223,1
224,2
225,2
226,2
227,3
228,9
229,1
230,1
231,4
232,2
233,2
234,4
235,2
236,2
237,2
238,4
239,10
240,3
241,2
242,2
243,3
244,2
245,1
246,1
247,6
248,2
249,1
250,9
251,2
252,0
253,2
254,3
255,2
256,3
257,3
258,2
259,1
260,2
261,10
262,7
263,4
264,1
265,3
266,26
267,1
268,2
269,1
270,2
271,1
272,3
273,1
274,10
275,5
276,7
277,2
278,2
279,2
280,2
281,0
282,3
283,1
284,2
285,1
286,7
287,6
288,4
289,2
290,2
291,3
292,2
293,1
294,76
295,2
296,3
297,1
298,1
299,11
300,3
301,2
302,2
303,2
304,1
305,8
306,7
307,1
308,1
309,2
310,6
311,9
312,5
313,2
314,4
315,2
316,1
317,1
318,19
319,2
320,5
321,1
322,3
323,53
324,2
325,1
326,2
327,0
328,2
329,20
330,2
331,1
332,5
333,7
334,11
335,3
336,2
337,1
338,3
339,3
340,1
341,5
342,1
343,2
344,1
345,25
346,26
347,4
348,2
349,2
350,2
351,1
352,2
353,28
354,1
355,2
356,2
357,1
358,8
359,6
360,5
361,2
362,2
363,1
364,3
365,51
366,5
367,1
368,2
369,1
370,36
371,8
372,1
373,1
374,1
375,1
376,2
377,2
378,1
379,2
380,2
381,2
382,2
383,2
384,31
385,6
386,5
387,6
388,1
389,2
390,1
391,1
392,1
393,1
394,2
395,1
396,2
397,2
398,5
399,87
400,3
401,2
402,2
403,1
404,1
405,2
406,3
407,2
408,8
409,22
410,3
411,9
412,1
413,1
414,2
415,1
416,3
417,2
418,1
419,2
420,39
421,42
422,3
423,1
424,2
425,1
426,1
427,2
428,2
429,8
430,34
431,7
432,6
433,14
434,1
435,2
436,2
437,1
438,2
439,2
440,7
441,2
442,2
443,46
444,3
445,2
446,6
447,6
448,1
449,1
450,1
451,2
452,1
453,1
454,2
455,1
456,17
457,1
458,7
459,24
460,34
461,12
462,1
463,0
464,2
465,2
466,2
467,2
468,2
469,1
470,3
471,4
472,8
473,9
474,3
475,2
476,3
477,2
478,5
479,1
480,6
481,2
482,3
483,1
484,12
485,3
486,2
487,1
488,1
489,1
490,9
491,63
492,3
493,8
494,13
495,31
496,3
497,2
498,1
499,3
500,1
501,1
502,2
503,3
504,2
505,2
506,12
507,23
508,63
509,2
510,2
511,1
512,2
513,2
514,3
515,1
516,1
517,2
518,34
519,22
520,9
521,6
522,2
523,1
524,1
525,1
526,2
527,3
528,1
529,2
530,14
531,29
532,7
533,0
534,1
535,1
536,2
537,2
538,2
539,23
540,1
541,21
542,25
543,28
544,2
545,1
546,3
547,1
548,1
549,1
550,1
551,3
552,2
553,2
554,52
555,8
556,5
557,3
558,1
559,2
560,1
561,2
562,1
563,3
564,4
565,2
566,1
567,1
568,1
569,1
570,1
571,1
572,2
573,2
574,1
575,1
576,2
577,1
578,2
579,4
580,4
581,1
582,1
583,2
584,2
585,1
586,2
587,1
588,2
589,392
590,63
591,3
592,1
593,1
594,2
595,1
596,3
597,2
598,40
599,19
600,2
601,2
602,1
603,1
604,1
605,1
606,1
607,2
608,2
609,71
610,1
611,2
612,3
613,2
614,9
615,7
616,3
617,4
618,42
619,2
620,0
621,1
622,3
623,2
624,0
625,2
626,1
627,2
628,2
629,4
630,12
631,7
632,1
633,30
634,3
635,3
636,1
637,2
638,1
639,2
640,20
