1	8
2	36
3	11
4	43
5	5
6	18
7	19
8	11
9	29
10	11
11	19
12	12
13	6
14	15
15	11
16	20
17	5
18	13
19	73
20	28
21	25
22	50
23	17
24	52
25	13
26	22
27	7
28	68
29	17
30	36
31	12
32	26
33	7
34	41
35	52
36	289
37	48
38	15
39	24
40	14
41	9
42	63
43	5
44	21
45	22
46	8
47	12
48	19
49	6
50	58
51	11
52	18
53	12
54	22
55	18
56	12
57	6
58	30
59	16
60	6
61	22
62	6
63	11
64	52
65	9
66	18
67	9
68	8
69	16
70	8
71	9
72	12
73	39
74	8
75	22
76	8
77	23
78	6
79	12
80	27
81	8
82	12
83	16
84	31
85	25
86	11
87	10
88	10
89	7
90	76
91	17
92	47
93	81
94	47
95	18
96	69
97	8
98	39
99	17
100	9
101	53
102	74
103	43
104	6
