1,2
2,1
3,4
4,3
5,2
6,6
7,4
8,2
9,2
10,1
11,2
12,2
13,5
14,0
15,2
16,2
17,2
18,10
19,3
20,5
21,3
22,3
23,1
24,6
25,9
26,2
27,3
28,9
29,7
30,2
31,1
32,1
33,3
34,3
35,2
36,1
37,2
38,4
39,4
40,3
41,3
42,7
43,6
44,2
45,4
46,2
47,6
48,6
49,4
50,6
51,2
52,3
53,2
54,6
55,5
56,3
57,6
58,2
59,1
60,1
61,3
62,3
63,2
64,3
65,3
66,1
67,7
68,4
69,3
70,3
71,3
72,2
73,2
74,1
75,16
76,3
77,2
78,5
79,7
80,4
81,1
82,1
83,1
84,1
85,1
86,3
87,1
88,3
89,3
90,4
91,2
92,2
93,1
94,1
95,0
96,2
97,2
98,1
99,1
100,1
101,4
102,6
103,2
104,2
105,3
106,7
107,20
108,2
109,4
110,14
111,6
112,5
113,1
114,1
115,3
116,2
117,1
118,2
119,3
120,3
121,6
122,6
123,7
124,2
125,1
126,3
127,2
128,9
129,1
130,1
131,3
132,5
133,5
134,6
135,3
136,2
137,4
138,1
139,4
140,5
141,1
142,11
143,5
144,14
145,10
146,1
147,2
148,1
149,1
150,1
151,5
152,3
153,7
154,63
155,0
156,2
157,1
158,1
159,4
160,3
161,11
162,2
163,4
164,6
165,10
166,1
167,2
168,2
169,4
170,3
171,5
172,1
173,4
174,4
175,2
176,5
177,9
178,4
179,1
180,1
181,1
182,6
183,2
184,7
185,2
186,0
187,6
188,37
189,4
190,3
191,1
192,1
193,1
194,4
195,1
196,2
197,16
198,5
199,9
200,6
201,6
202,1
203,2
204,1
205,4
206,3
207,2
208,6
209,40
210,6
211,0
212,2
213,2
214,3
215,1
216,2
217,1
218,2
219,6
220,1
221,1
222,2
223,3
224,1
225,1
226,2
227,3
228,2
229,44
230,2
231,3
232,2
233,1
234,1
235,2
236,4
237,1
238,4
239,14
240,5
241,3
242,0
243,1
244,4
245,7
246,0
247,2
248,3
249,9
250,7
251,36
252,2
253,2
254,1
255,2
256,2
257,4
258,4
259,6
260,11
261,6
262,6
263,2
264,1
265,3
266,1
267,2
268,1
269,7
270,22
271,16
272,3
273,1
274,12
275,1
276,4
277,15
278,3
279,2
280,41
281,5
282,1
283,1
284,2
285,1
286,3
287,1
288,2
289,10
290,26
291,5
292,1
293,1
294,1
295,1
296,3
297,2
298,3
299,4
300,27
301,17
302,2
303,2
304,3
305,3
306,2
307,3
308,17
309,8
310,24
311,18
312,2
313,0
314,2
315,1
316,5
317,3
318,4
319,6
320,73
321,2
322,1
323,1
324,1
325,3
326,1
327,1
328,1
329,2
330,13
331,36
332,1
333,0
334,1
335,2
336,3
337,1
338,1
339,1
340,3
341,19
342,27
343,4
344,6
345,3
346,2
347,1
348,1
349,4
350,3
351,1
352,6
353,35
354,20
355,5
356,1
357,1
358,1
359,4
360,1
361,4
362,4
363,12
364,4
365,10
366,24
367,16
368,3
369,1
370,2
371,3
372,1
373,1
374,7
375,2
376,1
377,11
378,9
379,21
380,3
381,13
382,1
383,2
384,3
385,1
386,2
387,8
388,3
389,8
390,35
391,8
392,6
393,4
394,2
395,2
396,1
397,3
398,1
399,2
400,9
401,35
402,83
403,7
404,5
405,1
406,2
407,4
408,2
409,6
410,22
411,17
412,10
413,2
414,3
415,8
416,2
417,3
418,4
419,4
420,8
421,10
422,10
423,4
424,3
425,21
426,2
427,1
428,1
429,3
430,5
431,3
432,7
433,14
434,21
435,2
436,2
437,2
438,16
439,1
440,4
441,4
442,7
443,39
444,2
445,1
446,1
447,4
448,2
449,1
450,2
451,2
452,2
453,64
454,25
455,3
456,5
457,1
458,1
459,1
460,1
461,3
462,1
463,2
464,3
465,7
466,12
467,22
468,5
469,3
470,2
471,1
472,4
473,3
474,1
475,1
476,4
477,9
478,35
479,2
480,1
481,2
482,3
483,2
484,1
485,2
486,4
487,2
488,4
489,3
490,1
491,2
492,1
493,1
494,2
495,4
496,2
497,2
498,3
499,4
500,3
501,3
502,2
503,62
504,3
505,1
506,1
507,3
508,3
509,15
510,129
511,241
512,66
513,2
514,1
515,2
516,58
517,43
518,51
519,27
520,4
521,6
522,3
523,1
524,1
525,1
526,2
527,2
528,1
529,2
530,3
531,4
532,3
533,30
534,7
535,7
536,1
537,2
538,2
539,2
540,1
541,3
542,6
543,1
544,4
545,34
546,3
547,2
548,2
549,2
550,4
551,3
552,6
