1,9
2,1
3,4
4,2
5,5
6,9
7,3
8,3
9,4
10,1
11,8
12,2
13,6
14,1
15,1
16,21
17,93
18,16
19,2
20,1
21,18
22,2
23,19
24,1
25,2
26,2
27,6
28,29
29,106
30,1
31,2
32,2
33,1
34,2
35,1
36,2
37,2
38,2
39,16
40,37
41,2
42,0
43,0
44,1
45,0
46,1
47,2
48,1
49,2
50,2
51,2
52,39
53,23
54,29
55,1
56,1
57,2
58,2
59,1
60,1
61,6
62,2
63,2
64,52
65,2
66,2
67,1
68,2
69,1
70,1
71,2
72,3
73,3
74,6
75,132
